id,sex,employment,married,income,digital3
145860,F,retired,1,6869,0
145861,M,unemployed,1,97227,.51505512
145862,F,employed,0,12321,.61544567
145863,F,employed,1,6541,.40359887
145864,M,unemployed,1,7068,.59643662
145865,M,employed,1,5219,.10949957
145866,F,student,0,4156,.85751462
145867,M,employed,0,19453,.83773381
145868,M,retired,1,9840,.2065005
145869,M,retired,1,9286,.017703079
145870,M,student,0,0,.9233222
145871,M,employed,1,40713,.37387222
145872,F,employed,1,7504,.76730484
145873,M,employed,1,32290,.60952485
145874,F,unemployed,1,0,.5713464
145875,M,student,0,0,.18242773
145876,M,employed,0,35910,.092047095
145877,F,unemployed,1,6458,.41986072
145878,M,retired,1,8307,0
145879,M,employed,1,5830,.14937429
145880,F,employed,1,10030,.57068872
145881,F,unemployed,1,11984,.040272623
145882,M,student,0,21812,.52166986
145883,M,employed,1,9192,0
145884,F,unemployed,1,0,.73077613
145885,M,student,0,0,.86266631
145886,F,student,0,6563,.71881086
145887,M,retired,0,4161,.35278603
145888,M,unemployed,0,0,.20689681
145889,M,retired,1,285,.21039388
145890,F,employed,1,5331,.78405249
145891,M,student,0,0,.47155958
145892,F,employed,1,20831,.74009955
145893,F,student,0,76970,.65983534
145894,M,employed,1,7098,.52315617
145895,M,student,0,7073,.42939115
145896,F,unemployed,0,0,.12876275
145897,M,employed,1,9192,.72150075
145898,M,student,0,9328,.45603943
145899,M,student,0,0,0
145900,M,employed,0,11577,.34387934
145901,F,employed,0,6018,.38197589
145902,M,employed,1,10719,.67807621
145903,M,unemployed,1,11988,.57623643
145904,F,unemployed,1,0,.35848027
145905,F,employed,0,7649,.87220329
145906,M,retired,1,5521,.10276897
145907,F,student,0,11073,.33695334
145908,F,unemployed,0,0,.11241421
145909,M,student,0,0,.61215585
145910,F,unemployed,1,0,.67391711
145911,M,student,0,28146,.83399969
145912,M,student,0,0,0
145913,M,employed,1,18544,.35758832
145914,M,employed,1,7958,.0075901877
145915,F,unemployed,1,0,.9807654
145916,F,employed,1,50711,.52140361
145917,F,student,0,5036,.70568025
145918,M,unemployed,1,8843,0
145919,M,retired,1,60474,.045568168
145920,M,employed,1,14590,.18699025
145921,F,employed,1,8398,.18760584
145922,M,employed,0,12883,.58371234
145923,F,unemployed,1,0,.90223002
145924,M,employed,1,25218,.48818445
145925,M,unemployed,1,0,.22171886
145926,F,employed,0,53291,0
145927,F,employed,1,10237,.34790915
145928,F,student,0,4806,.56626445
145929,F,retired,1,4577,.097369745
145930,M,employed,1,14569,.64941335
145931,F,employed,0,7310,.15891244
145932,M,employed,0,9101,.12425727
145933,F,student,0,3077,.025440229
145934,M,employed,0,8261,.12234631
145935,M,employed,1,10586,.4373059
145936,F,student,0,0,.67239475
145937,M,student,0,0,.8099584
145938,M,student,0,0,.88965791
145939,M,retired,1,28036,.25482446
145940,F,unemployed,1,43772,.07305079
145941,M,retired,1,6905,0
145942,M,unemployed,1,0,.28386053
145943,M,employed,1,6585,0
145944,M,employed,0,7902,0
145945,M,unemployed,1,5134,0
145946,M,student,0,0,.98266292
145947,F,employed,1,21187,.69752777
145948,F,student,0,0,.93825912
145949,F,retired,1,2409,0
145950,F,employed,0,6569,.63975519
145951,F,employed,1,11032,.25536638
145952,M,student,0,0,.93594599
145953,F,retired,0,30146,.37092167
145954,M,unemployed,0,5861,0
145955,F,employed,1,14254,.96653807
145956,M,employed,1,15490,0
145957,F,employed,1,10941,.87175065
145958,F,student,0,20751,.93020898
145959,F,employed,0,12194,.62610066
145960,F,retired,0,6553,0
145961,M,employed,1,12569,.84528989
145962,M,employed,0,8791,.60212535
145963,F,employed,1,5603,.80373633
145964,M,employed,1,8476,.6430819
145965,M,unemployed,1,0,.68475682
145966,M,employed,0,17972,.99582112
145967,M,employed,0,126332,0
145968,F,unemployed,0,11940,.78370041
145969,F,student,0,0,.99298304
145970,F,retired,1,7709,.21516772
145971,M,employed,1,14947,.38738754
145972,F,retired,1,14506,0
145973,M,employed,1,10903,.78834724
145974,F,employed,1,33214,.60523093
145975,F,employed,1,27713,.72990048
145976,F,employed,1,11731,.62336612
145977,F,student,0,0,.38753241
145978,M,student,0,0,.83533823
145979,F,unemployed,1,0,.23204587
145980,F,employed,0,27989,.68595362
145981,M,student,1,8548,.32762688
145982,M,employed,0,16399,0
145983,F,employed,1,60308,0
145984,M,unemployed,1,20050,.60815698
145985,F,unemployed,1,0,.55849814
145986,M,employed,1,8949,.36843279
145987,M,employed,0,6665,.21298498
145988,F,unemployed,1,8176,.56723773
145989,F,retired,1,4098,.23320027
145990,F,student,0,8121,.63454205
145991,F,employed,1,9991,.59168297
145992,M,employed,1,14635,.32908031
145993,M,employed,0,13019,.62244362
145994,M,employed,1,12307,.63956016
145995,M,unemployed,1,0,.6864382
145996,M,employed,1,21004,.70735252
145997,M,employed,0,10609,.66443253
145998,F,employed,0,36700,.92387879
145999,F,employed,1,7102,.7739163
146000,M,employed,0,5690,.44892004
146001,M,employed,0,43726,.64798838
146002,F,retired,1,6877,.0064104781
146003,M,unemployed,0,18436,.54455048
146004,F,employed,1,8253,.36383235
146005,M,employed,1,30142,0
146006,F,employed,1,21346,.52058625
146007,M,retired,1,22409,.27530721
146008,M,student,0,0,.29451051
146009,M,unemployed,1,6828,0
146010,M,employed,1,7559,.38216242
146011,F,employed,0,6391,.85041267
146012,M,employed,0,10450,.51432252
146013,M,employed,1,6027,0
146014,F,employed,1,7093,0
146015,M,employed,1,40537,.74057889
146016,M,employed,0,8300,.5949946
146017,M,employed,1,6742,0
146018,M,employed,1,5478,.56789911
146019,F,employed,1,16730,.090709634
146020,M,student,0,0,.8973726
146021,F,student,0,0,.91145223
146022,F,employed,1,8128,.66338193
146023,M,retired,0,7570,.15751038
146024,F,employed,0,39164,.39239243
146025,F,employed,1,11801,0
146026,F,employed,1,8116,.66417825
146027,M,unemployed,1,13643,.42978498
146028,M,student,0,0,.90383571
146029,F,student,0,20617,.022676818
146030,M,student,0,0,.38836792
146031,M,employed,0,31161,0
146032,F,employed,1,5304,.66376871
146033,F,employed,1,8594,.51769692
146034,M,employed,1,16408,.51679635
146035,F,employed,1,5815,.60960609
146036,M,employed,0,6949,.15190828
146037,M,student,0,0,.81216121
146038,M,student,0,0,.26510885
146039,M,employed,1,5603,.84126192
146040,F,employed,1,16407,.54250443
146041,F,employed,0,12307,0
146042,F,employed,0,37195,.40723082
146043,F,student,0,0,.89455551
146044,M,retired,1,7990,.24517837
146045,M,unemployed,0,37070,.33521342
146046,M,employed,0,22664,0
146047,F,student,0,23019,.78331101
146048,M,employed,1,9550,.63351548
146049,M,student,0,0,.40462804
146050,F,student,0,21369,.053196073
146051,F,employed,1,17778,0
146052,M,employed,1,18543,.1781621
146053,F,unemployed,1,8716,.63699555
146054,M,retired,0,5942,0
146055,M,unemployed,1,9767,0
146056,F,unemployed,1,0,0
146057,M,employed,1,8584,.57278305
146058,M,employed,1,5573,.68553251
146059,M,retired,0,4692,.32797447
146060,M,employed,1,36761,0
146061,M,unemployed,1,25047,0
146062,M,employed,1,11014,.55546427
146063,F,employed,1,9376,.48909032
146064,M,employed,1,6810,.82836127
146065,F,student,0,0,.86284667
146066,F,employed,1,92219,.3833527
146067,F,employed,1,8824,.033115126
146068,F,employed,1,7751,.50494295
146069,F,employed,1,5151,.31568915
146070,F,student,0,3530,.83489501
146071,M,student,0,0,.80720234
146072,M,employed,1,11264,.72744048
146073,F,employed,1,4521,0
146074,M,student,0,0,.79193366
146075,M,employed,1,10367,.53793108
146076,F,student,0,9865,.02055601
146077,F,employed,1,11780,.42505515
146078,M,retired,1,4427,.26343724
146079,M,student,1,8304,.86016262
146080,M,student,1,3366,.7293914
146081,F,employed,1,38697,.7647627
146082,F,employed,1,18617,.010518649
146083,F,employed,1,6749,0
146084,M,employed,0,5471,.48528656
146085,F,employed,1,11375,0
146086,F,unemployed,0,0,0
146087,M,unemployed,0,0,.22099154
146088,M,employed,1,86934,.56407815
146089,F,employed,1,7611,.50279462
146090,M,unemployed,1,0,.90894336
146091,M,student,0,5865,.57069796
146092,M,employed,0,11613,.54533434
146093,F,employed,1,10782,.45283461
146094,F,employed,1,10752,.93599534
146095,M,employed,0,13581,0
146096,F,employed,1,15829,.83025032
146097,F,unemployed,1,22724,.70304793
146098,M,employed,1,6098,.75595814
146099,M,student,0,0,.95443141
146100,M,unemployed,0,15418,.63222039
146101,M,employed,0,11498,.84953004
146102,F,unemployed,1,0,.29003525
146103,M,student,0,0,.89448774
146104,F,student,0,3296,.68449569
146105,F,student,0,7986,.28840768
146106,M,student,1,0,0
146107,M,student,0,0,0
146108,M,employed,0,13198,.042979173
146109,F,employed,1,9254,.53250259
146110,F,employed,0,10366,0
146111,M,employed,0,23595,.72751957
146112,M,employed,1,18029,0
146113,F,student,0,0,.33510575
146114,M,employed,0,5134,.69162631
146115,M,employed,1,364721,.77612269
146116,M,employed,1,5345,0
146117,M,retired,1,9973,0
146118,M,employed,0,16152,.53555417
146119,M,employed,1,8783,.61657739
146120,M,employed,1,10827,.60538626
146121,F,employed,1,9024,.69917113
146122,F,employed,0,8857,0
146123,F,retired,1,226378,.25453767
146124,F,employed,1,35205,.53417701
146125,F,student,0,6176,.41043448
146126,F,student,0,0,.9213568
146127,F,employed,1,8013,.50045741
146128,F,employed,1,26001,.3493267
146129,M,employed,1,7246,.33991197
146130,F,student,0,0,.98003912
146131,M,employed,0,9428,.0064193867
146132,F,retired,1,4117,.10872766
146133,F,employed,1,36491,0
146134,M,unemployed,1,0,.54974622
146135,F,employed,0,15370,.019144339
146136,F,student,0,0,.74319851
146137,M,employed,1,8897,.64861286
146138,M,employed,0,32835,.88654733
146139,M,student,0,8673,.37154663
146140,F,employed,0,9531,0
146141,F,employed,0,47691,.43382224
146142,F,student,0,0,.83639765
146143,F,student,0,0,.20202874
146144,F,employed,0,12357,.14428265
146145,M,retired,0,42821,.26633543
146146,M,unemployed,1,36869,.57625496
146147,F,employed,1,16437,.75708354
146148,F,employed,1,30896,.52320504
146149,F,employed,1,6668,.64475954
146150,M,student,0,20183,.75101501
146151,F,employed,0,13221,.51887459
146152,M,unemployed,1,18688,.50231868
146153,M,employed,0,10503,0
146154,M,student,0,0,.9174633
146155,F,student,0,34006,.91906416
146156,F,employed,1,4520,.51543015
146157,F,employed,1,10294,.51015747
146158,M,employed,1,24836,.81996739
146159,F,retired,0,9158,0
146160,M,employed,1,10846,.99118495
146161,M,retired,1,4522,.30224928
146162,M,employed,1,15924,.85663557
146163,F,student,0,3092,.3057673
146164,M,employed,1,14654,.84986728
146165,F,retired,0,8369,0
146166,M,student,0,0,.37916774
146167,F,employed,0,15966,.67314714
146168,M,employed,1,8889,.78385204
146169,F,employed,1,12945,.80048043
146170,M,unemployed,1,6092,0
146171,M,employed,0,6358,0
146172,M,employed,0,9206,.1454463
146173,F,student,1,16341,.76682699
146174,F,employed,1,30166,.86810797
146175,M,retired,0,4365,.26832142
146176,F,unemployed,1,7026,0
146177,F,retired,1,5849,.23708332
146178,M,employed,1,11100,.65555876
146179,M,student,0,0,.82623613
146180,F,employed,0,6956,.78934002
146181,F,employed,1,5006,.48885998
146182,F,employed,1,8557,.65127856
146183,M,employed,0,10673,0
146184,M,employed,0,23489,.38840792
146185,M,student,0,77279,.7785787
146186,F,student,0,0,.96998012
146187,M,retired,1,15214,.055456717
146188,M,employed,1,8662,.0029488846
146189,M,employed,1,6525,.58098322
146190,M,employed,1,39699,.80099684
146191,M,student,0,0,.36652035
146192,M,employed,1,24948,.3929165
146193,F,retired,1,3700,.30212829
146194,M,student,0,0,.89745998
146195,F,employed,1,13458,0
146196,M,employed,1,13102,.65210927
146197,F,employed,1,9999,.084275886
146198,M,employed,0,11383,.51816791
146199,F,student,0,0,.40120888
146200,F,unemployed,1,0,.52348578
146201,F,employed,1,9335,.21148333
146202,F,employed,1,647766,0
146203,F,student,0,9429,.99302673
146204,M,employed,1,13594,.40112305
146205,M,employed,1,20604,0
146206,F,unemployed,1,5583,.61306894
146207,M,employed,1,7181,.39399844
146208,M,employed,1,6669,0
146209,F,retired,0,4804,0
146210,M,employed,1,11170,.68412709
146211,F,unemployed,1,0,.55898887
146212,M,employed,1,5940,.74203426
146213,M,employed,1,17528,.71510196
146214,M,student,0,0,.94168735
146215,M,employed,1,6798,.76250243
146216,M,unemployed,1,21958,0
146217,F,employed,1,6955,.14450395
146218,M,employed,1,11968,.77730685
146219,M,employed,1,14513,.26750687
146220,F,employed,1,11159,.051071223
146221,M,retired,1,3640,.035542347
146222,M,employed,1,29344,.89810014
146223,M,employed,0,11647,.62738961
146224,F,employed,1,9078,.071123533
146225,F,unemployed,0,10768,.50223488
146226,F,employed,1,15322,.83045214
146227,M,employed,1,19268,.5432511
146228,M,employed,1,12780,0
146229,M,employed,1,11108,.15224643
146230,F,employed,1,12978,.67068768
146231,F,retired,0,17349,.19010173
146232,M,student,0,0,.89460355
146233,M,student,0,4030,.76588517
146234,M,employed,1,14595,.22377007
146235,M,employed,1,17799,.7135179
146236,F,employed,0,19183,.77321833
146237,M,employed,0,6311,.3855997
146238,F,unemployed,1,11603,.22245975
146239,M,employed,1,19326,.85934454
146240,F,unemployed,1,8081,0
146241,M,unemployed,1,23577,.855066
146242,F,employed,1,12448,.66237259
146243,M,employed,1,5580,0
146244,M,student,0,0,.17365927
146245,F,employed,0,39742,.40303832
146246,F,student,0,0,.3427093
146247,F,retired,1,4317,0
146248,M,student,0,4753,.78714675
146249,F,employed,1,4991,.66525227
146250,M,student,0,0,0
146251,F,employed,1,13815,.10251734
146252,F,student,0,6393,0
146253,M,employed,1,14221,.35643849
146254,M,employed,1,53350,.77382958
146255,M,employed,1,10254,.29820934
146256,M,employed,0,13682,.57040286
146257,F,employed,1,4096,0
146258,M,employed,0,37494,.38019726
146259,M,employed,0,44537,.43563357
146260,F,student,1,0,.91402239
146261,F,retired,0,45618,0
146262,M,employed,1,10870,.95433587
146263,M,unemployed,1,7086,.92493439
146264,F,retired,1,7641,.2418557
146265,M,unemployed,1,0,.64893043
146266,M,unemployed,1,0,.52524006
146267,F,student,0,0,.37415886
146268,M,unemployed,1,0,.23432815
146269,M,student,0,0,.083691478
146270,M,employed,1,10977,.23237957
146271,M,unemployed,1,0,.39472049
146272,F,employed,1,7103,.71204424
146273,M,employed,0,11387,.84671611
146274,M,employed,1,13200,.50801563
146275,M,unemployed,0,25569,.048257574
146276,M,employed,1,18714,.72295666
146277,F,unemployed,0,0,.89652163
146278,M,student,0,0,.85358024
146279,M,retired,0,9214,0
146280,M,employed,1,13438,.0067170011
146281,F,employed,1,26786,.72209305
146282,F,employed,1,6430,.77529478
146283,M,employed,1,8599,.84220243
146284,M,student,0,6253,.8237043
146285,M,employed,1,10643,.64035827
146286,F,retired,0,19294,.24738988
146287,F,employed,1,6412,.57141697
146288,F,student,0,0,.99977404
146289,M,student,0,11326,.52281642
146290,F,student,0,0,.54757077
146291,M,employed,0,6891,.87522292
146292,M,student,0,0,.25011688
146293,F,employed,0,7465,.86684453
146294,M,student,0,0,.93874419
146295,F,unemployed,1,0,.02099603
146296,F,employed,0,16847,.6155656
146297,M,employed,1,24496,.082841568
146298,M,employed,1,54846,0
146299,M,unemployed,0,9290,.39939713
146300,M,student,0,14093,.90872562
146301,M,employed,0,7916,0
146302,F,unemployed,1,19814,.89531463
146303,F,employed,1,10695,0
146304,M,employed,1,9317,.35238004
146305,M,student,0,5103,.98286176
146306,F,student,0,0,.92281801
146307,M,employed,0,16349,.81961405
146308,F,employed,1,14432,.62639147
146309,F,employed,1,7928,.58040166
146310,F,employed,1,17954,0
146311,M,employed,1,8573,0
146312,F,retired,1,4757,0
146313,M,employed,1,354897,.41511631
146314,F,employed,1,15647,.68706912
146315,F,employed,1,12134,.89924395
146316,M,student,0,4944,.73731089
146317,M,employed,1,42707,.37192342
146318,M,student,0,0,.9618898
146319,F,employed,0,7946,.41435239
146320,M,employed,1,16399,.23506148
146321,M,employed,1,29489,0
146322,F,retired,1,3242,0
146323,M,student,0,0,.87168777
146324,M,unemployed,1,0,.74341732
146325,M,retired,1,7506,.20788386
146326,F,student,1,16153,.88851309
146327,F,retired,1,316,.32395715
146328,F,employed,1,12630,.76460797
146329,F,retired,0,1093,0
146330,M,student,0,0,.57139415
146331,M,employed,1,5368,0
146332,F,student,0,4330,.89442658
146333,F,employed,0,6779,0
146334,M,employed,1,26988,.38066632
146335,M,employed,1,6377,.74968594
146336,M,employed,1,9217,0
146337,F,unemployed,0,0,.83024991
146338,F,employed,1,10159,.68544841
146339,F,employed,1,13209,.36534894
146340,F,employed,1,29212,0
146341,M,student,0,10910,.83864105
146342,M,unemployed,1,10507,0
146343,M,employed,1,6247,0
146344,F,employed,1,17552,.46449423
146345,M,retired,0,10485,.14617819
146346,M,employed,1,13105,.51883245
146347,M,employed,1,13752,0
146348,F,employed,1,35448,0
146349,F,employed,1,14164,.65460742
146350,F,student,0,0,.21120207
146351,F,employed,1,5171,0
146352,M,employed,1,36907,0
146353,F,student,0,7246,.83130771
146354,M,retired,1,5046,.26041344
146355,F,employed,0,139576,.42468539
146356,M,employed,0,17069,.53848296
146357,F,student,0,0,.3481552
146358,M,unemployed,0,0,.63966006
146359,M,student,0,0,.92929876
146360,M,employed,1,42119,.37011391
146361,M,employed,1,10509,.51856524
146362,M,student,0,0,.74902642
146363,F,employed,1,52847,.6767959
146364,M,student,0,9030,.84506953
146365,M,employed,0,169377,0
146366,F,student,0,0,.29279634
146367,M,employed,1,30611,.41714957
146368,F,employed,0,10597,.68328434
146369,M,employed,1,117280,0
146370,F,student,0,0,.88968778
146371,F,employed,0,17819,.91852808
146372,M,student,0,0,.13847941
146373,F,employed,1,73096,.55908948
146374,F,student,0,0,.92062891
146375,M,student,0,0,.88850939
146376,M,employed,1,9209,.7330845
146377,M,student,0,0,.13296272
146378,M,student,0,0,.85068458
146379,M,employed,1,10772,.35580799
146380,M,unemployed,1,13510,.20610808
146381,M,employed,1,11881,.68474519
146382,F,employed,1,5799,0
146383,M,student,0,0,.69993883
146384,M,student,0,0,.83890402
146385,M,unemployed,1,6345,0
146386,M,student,0,0,.96473563
146387,M,unemployed,1,7641,.75216419
146388,M,unemployed,1,0,.23221946
146389,F,employed,1,12691,.36077937
146390,M,employed,1,10051,.70050907
146391,F,employed,1,7878,0
146392,M,student,0,9421,.86071515
146393,M,student,0,9341,.86429489
146394,M,employed,1,8889,.2729218
146395,M,employed,1,17187,0
146396,M,employed,0,10447,.81016779
146397,F,employed,1,32477,.15032497
146398,M,employed,0,81409,.80940586
146399,F,employed,0,18301,.75296688
146400,M,employed,1,21334,.83921307
146401,F,employed,1,9976,.55067021
146402,F,employed,0,28733,.2799249
146403,M,unemployed,0,0,.58175927
146404,F,employed,1,13182,.76112586
146405,F,employed,1,62264,.63693702
146406,M,employed,1,13950,.79831326
146407,M,employed,1,42709,.84875202
146408,F,unemployed,1,0,.85902619
146409,M,employed,0,17358,.14110363
146410,M,student,0,0,.86255485
146411,F,student,0,0,.83818483
146412,F,employed,1,13279,0
146413,M,employed,0,6971,.37990695
146414,F,unemployed,0,12546,.64784777
146415,M,retired,1,19718,.093558408
146416,F,unemployed,1,123607,.85627836
146417,F,student,0,0,0
146418,F,employed,1,8492,.54426813
146419,M,student,0,0,.96691692
146420,M,student,0,5563,.88747799
146421,F,employed,1,4327,.98290151
146422,M,employed,0,9883,0
146423,F,retired,0,5643,0
146424,M,retired,1,9601,.067979574
146425,M,student,1,47223,.81814235
146426,F,retired,1,3582,0
146427,M,employed,1,8762,.1599188
146428,M,employed,1,61476,.58846104
146429,M,employed,1,13912,.59953934
146430,M,student,0,4582,.82489824
146431,M,student,0,0,.88451201
146432,F,employed,1,4887,.53074902
146433,F,employed,0,8070,.64110023
146434,F,student,0,0,.97134447
146435,F,retired,0,2219,.39491415
146436,F,student,0,0,.86506504
146437,M,employed,0,10517,0
146438,M,retired,1,13277,0
146439,M,student,0,6402,.74855769
146440,M,employed,1,7094,0
146441,F,retired,0,12030,.32460418
146442,F,retired,0,6356,.19963105
146443,F,employed,0,9752,0
146444,M,student,0,4492,.86942405
146445,F,retired,1,40091,.25484228
146446,F,employed,1,6099,.78831303
146447,M,employed,1,8056,.55772352
146448,M,student,0,0,.93269861
146449,F,employed,1,6622,0
146450,M,student,0,0,.82092005
146451,F,retired,1,3859,.18637705
146452,M,employed,1,10540,.72102046
146453,M,employed,1,13100,.87548548
146454,M,employed,1,16895,.54262704
146455,M,student,0,0,.96779722
146456,F,unemployed,1,17401,.80834967
146457,M,employed,0,12435,.42304069
146458,F,employed,1,22546,.52666867
146459,M,student,0,0,.70359129
146460,M,employed,1,11466,0
146461,F,student,0,0,.98841971
146462,F,student,0,0,.94997758
146463,F,employed,0,20118,.60095239
146464,M,employed,1,7394,.53618413
146465,M,employed,1,13121,0
146466,M,retired,0,3814,0
146467,M,unemployed,0,0,0
146468,F,unemployed,1,0,.53029811
146469,F,employed,0,7354,.78610998
146470,F,student,0,0,.80221772
146471,F,retired,1,3662,.20307748
146472,F,unemployed,1,0,.65143085
146473,M,employed,1,7757,.054997038
146474,M,employed,1,20854,.63019943
146475,M,retired,1,5262,0
146476,M,employed,1,15189,.53185505
146477,F,employed,1,23615,0
146478,M,retired,0,3199,.12426955
146479,M,employed,1,12011,.6713171
146480,F,student,0,0,.37216416
146481,F,employed,1,9844,0
146482,M,employed,1,19322,0
146483,M,employed,0,9281,.43099076
146484,F,employed,0,5752,.77085322
146485,M,employed,0,6213,.081336215
146486,F,unemployed,1,0,.64404857
146487,M,employed,1,6270,.55222279
146488,M,employed,1,16400,.5550707
146489,F,employed,1,9205,.92286897
146490,M,employed,1,35842,.51208091
146491,M,retired,1,7249,.24497882
146492,F,employed,1,75955,.020721177
146493,F,student,0,0,.45757008
146494,F,employed,1,11356,0
146495,F,retired,1,53011,0
146496,F,student,0,45492,.76559913
146497,F,unemployed,1,38407,0
146498,M,retired,0,9902,.0048656743
146499,F,employed,1,10126,.57636571
146500,M,retired,1,7553,.2873593
146501,F,employed,1,5857,.61127573
146502,F,employed,0,10909,.90324306
146503,M,unemployed,0,0,.88048881
146504,M,student,0,0,.13953346
146505,F,student,0,20024,0
146506,F,employed,1,112123,.19268583
146507,M,employed,1,9796,0
146508,F,retired,1,3469,0
146509,M,student,0,0,.82831866
146510,M,retired,1,10217,.31219339
146511,M,retired,1,13568,.22865355
146512,M,employed,1,12116,0
146513,M,student,0,0,.98645139
146514,F,unemployed,1,0,.54445982
146515,F,employed,0,5317,.21737212
146516,F,retired,1,10258,0
146517,M,student,0,0,0
146518,M,employed,1,14501,0
146519,F,retired,0,6161,.13082717
146520,F,unemployed,0,0,.1664418
146521,F,employed,1,7607,0
146522,F,employed,1,8441,.74678469
146523,M,employed,1,8545,.53714144
146524,F,employed,1,4662,.79414493
146525,M,employed,1,94850,.79608864
146526,M,employed,1,17338,0
146527,F,employed,0,10496,.77762103
146528,M,employed,1,10513,.5406391
146529,F,employed,1,19558,.66617203
146530,M,employed,0,28080,.56488383
146531,M,retired,1,10971,.026493743
146532,M,employed,0,10652,.65651584
146533,F,employed,0,14307,0
146534,M,employed,1,14916,.6968196
146535,F,unemployed,1,7243,0
146536,M,student,1,0,.22571935
146537,F,unemployed,1,9703,.50908679
146538,M,employed,1,21179,.70985913
146539,F,employed,1,11879,.30576921
146540,M,employed,1,15767,.34334302
146541,F,unemployed,1,26255,.1111959
146542,F,employed,1,5662,.44942734
146543,M,student,0,16693,.065342978
146544,M,retired,1,8620,.25085759
146545,F,employed,1,5021,.71597016
146546,F,employed,0,37733,.31550705
146547,F,employed,1,88458,.32814625
146548,M,employed,0,11177,.95337182
146549,M,student,0,0,.46236926
146550,F,student,0,6820,.89219034
146551,F,student,0,8494,.84549743
146552,M,unemployed,0,0,.82442069
146553,F,employed,1,70002,.87683338
146554,F,unemployed,0,12569,.90795052
146555,F,employed,0,13396,0
146556,M,unemployed,1,0,.78039861
146557,F,employed,0,11531,0
146558,F,employed,1,5464,.42596048
146559,M,employed,0,10429,.77853423
146560,F,employed,0,5629,.24549523
146561,F,employed,0,37887,0
146562,M,retired,1,29724,0
146563,F,student,0,0,.93745857
146564,F,employed,1,10824,.26480916
146565,F,retired,0,7172,0
146566,M,employed,0,271051,0
146567,M,employed,1,24747,.78906482
146568,F,retired,0,6355,.36850375
146569,F,unemployed,1,0,0
146570,M,unemployed,1,0,0
146571,F,retired,1,2824,.3007631
146572,M,employed,1,13124,.83608443
146573,M,employed,1,11561,.60694861
146574,M,employed,1,11014,.66556627
146575,F,employed,0,8691,.023135515
146576,M,employed,1,9356,0
146577,M,employed,1,22790,0
146578,M,employed,1,14447,.67232621
146579,M,employed,0,12037,.71566516
146580,F,employed,1,62635,.68923998
146581,M,employed,0,12074,.64708042
146582,F,employed,0,38519,.086135626
146583,M,employed,1,13460,.53617913
146584,M,student,0,0,.91086757
146585,M,employed,1,7022,.17599057
146586,M,employed,1,10664,0
146587,F,employed,1,21773,.094695851
146588,M,employed,1,6673,.49079132
146589,F,employed,0,15990,.65670061
146590,M,employed,1,7053,.79144257
146591,M,employed,1,18410,0
146592,F,employed,0,20368,.034455404
146593,M,employed,1,10511,.87331498
146594,F,employed,1,15784,.76397455
146595,M,student,0,0,.83913052
146596,F,employed,1,6271,.51600814
146597,M,unemployed,0,0,0
146598,M,unemployed,1,0,.7037546
146599,M,employed,1,33237,.56218809
146600,F,retired,1,10581,.20385377
146601,M,employed,0,12307,.14083378
146602,F,retired,0,7175,0
146603,F,employed,1,45361,.86844075
146604,M,employed,1,10064,.72176176
146605,M,student,0,50702,.83391911
146606,F,retired,0,118549,.018038195
146607,M,student,0,0,.2912477
146608,M,student,1,7327,.69094992
146609,M,unemployed,0,0,0
146610,F,employed,0,8649,0
146611,M,unemployed,0,8767,.091002978
146612,M,employed,1,16436,.57265067
146613,F,student,0,0,.89681518
146614,M,unemployed,1,0,.53555214
146615,M,employed,1,8547,0
146616,M,employed,1,35170,.68749201
146617,M,unemployed,1,0,.64915431
146618,M,employed,1,24810,0
146619,M,unemployed,1,6874,.64786565
146620,F,employed,1,14569,.55234456
146621,F,employed,1,5590,.67406684
146622,M,student,1,0,0
146623,F,unemployed,1,0,.74543548
146624,F,unemployed,0,32906,.1961723
146625,F,retired,0,5346,.24726221
146626,M,employed,1,13013,.71607929
146627,M,employed,1,16731,.647138
146628,M,employed,1,9885,.075623035
146629,F,student,0,0,.84536821
146630,F,employed,1,29926,0
146631,F,retired,1,4742,.10626543
146632,M,employed,0,12444,0
146633,F,unemployed,1,0,.3330144
146634,F,retired,1,7862,0
146635,M,unemployed,0,0,.56120855
146636,M,employed,1,13766,0
146637,M,employed,1,7925,0
146638,F,unemployed,0,0,.62263346
146639,M,employed,1,5106,.18097748
146640,F,employed,0,68259,.2606459
146641,M,retired,1,32466,0
146642,M,retired,1,4042,0
146643,F,employed,1,5581,.55071926
146644,M,student,1,0,.58646619
146645,M,employed,1,6528,.37853631
146646,F,employed,1,5807,.57179803
146647,F,unemployed,1,6901,.48154354
146648,M,employed,0,21385,0
146649,M,employed,1,17308,0
146650,M,unemployed,1,28241,.40910283
146651,M,student,0,6817,.18988839
146652,M,employed,0,6544,.91214663
146653,F,employed,1,19042,.53967708
146654,M,unemployed,1,0,.35527587
146655,M,unemployed,1,11288,.84403461
146656,F,employed,1,5842,.33051249
146657,F,unemployed,1,0,.49177733
146658,F,retired,1,5330,.33606562
146659,M,employed,1,12455,0
146660,F,unemployed,0,0,0
146661,M,employed,1,30796,0
146662,F,employed,1,9269,0
146663,F,unemployed,1,9283,.62393886
146664,F,employed,0,39851,.80345166
146665,M,unemployed,1,0,.56266588
146666,F,employed,1,41413,.41701391
146667,M,student,0,0,.47239223
146668,F,employed,0,55799,.65911311
